engine_id,sensor,cycles_survived,slope_per_cycle,start_mean,end_mean,trend_r2,spearman_cycle
89,sensor_4,217,0.11535356097652243,1399.6915,1428.4559999999997,0.6426226232893917,0.7965529329500742
90,sensor_4,154,0.15349193753747437,1399.309,1426.5760000000002,0.652326811052413,0.8045705273342518
92,sensor_4,341,0.0639091605155729,1403.5345000000002,1427.598,0.6057307221077375,0.761449977393556
93,sensor_4,155,0.17478573039863296,1398.731,1431.8319999999999,0.6937028441208435,0.8521542691958884
94,sensor_4,258,0.06796741607618352,1408.7055,1429.5120000000002,0.5499827043956108,0.7278637217101485
95,sensor_4,283,0.10085738549786269,1394.8615000000002,1430.4740000000002,0.6938379346276766,0.83229926461773
96,sensor_4,336,0.07384180464780385,1400.7385,1430.66,0.6657545371716278,0.8138190965324185
97,sensor_4,202,0.08966781708683921,1401.6455,1428.768,0.4671683803920892,0.6515478821973317
98,sensor_4,156,0.1778901708523636,1398.4625,1428.124,0.6792013193021893,0.814834366341879
99,sensor_4,185,0.13268045184033692,1400.846,1428.8700000000001,0.6471014720924446,0.7977567114145792
100,sensor_4,200,0.11528539713493227,1402.3374999999999,1429.8120000000001,0.6547727359962314,0.8069474367137803
2,sensor_5,287,-2.2763406348327394e-17,14.62,14.62,,
3,sensor_5,179,5.1670304981280174e-17,14.62,14.62,,
4,sensor_5,189,-5.652608872449321e-17,14.62,14.62,,
6,sensor_5,188,-1.612297648470944e-17,14.62,14.62,,
7,sensor_5,259,3.0479295866407167e-17,14.62,14.62,,
8,sensor_5,150,-1.8255485683650174e-17,14.62,14.62,,
9,sensor_5,201,-2.1570511829659836e-17,14.62,14.62,,
10,sensor_5,222,-3.1569854405509e-19,14.62,14.62,,
12,sensor_5,170,7.472202144942054e-17,14.62,14.62,,
14,sensor_5,180,-4.799078905217917e-17,14.62,14.62,,
15,sensor_5,207,5.199348274757619e-17,14.62,14.62,,
16,sensor_5,209,-9.509220713913048e-18,14.62,14.62,,
17,sensor_5,276,1.6338018900056927e-17,14.62,14.62,,
18,sensor_5,195,4.605698292931402e-17,14.62,14.62,,
20,sensor_5,234,-4.15621031318328e-17,14.62,14.62,,
21,sensor_5,195,4.605698292931402e-17,14.62,14.62,,
22,sensor_5,202,-2.923289365500506e-17,14.62,14.62,,
24,sensor_5,147,-2.764713693831269e-17,14.62,14.62,,
25,sensor_5,230,1.1979678137818767e-17,14.62,14.62,,
26,sensor_5,199,4.570036906660383e-17,14.62,14.62,,
27,sensor_5,156,-4.459939582481539e-17,14.62,14.62,,
28,sensor_5,165,3.082976801952303e-17,14.62,14.62,,
29,sensor_5,163,-6.78251525071697e-17,14.62,14.62,,
30,sensor_5,194,-2.01207703362923e-17,14.62,14.62,,
33,sensor_5,200,5.731780371873572e-17,14.62,14.62,,
35,sensor_5,181,2.2464886009700008e-17,14.62,14.62,,
36,sensor_5,158,-6.532230492797936e-17,14.62,14.62,,
37,sensor_5,170,7.472202144942054e-17,14.62,14.62,,
38,sensor_5,194,-2.01207703362923e-17,14.62,14.62,,
39,sensor_5,128,3.9374550051421825e-18,14.62,14.62,,
41,sensor_5,216,-3.585832761841556e-17,14.62,14.62,,
42,sensor_5,196,-1.8080074575892746e-17,14.62,14.62,,
43,sensor_5,207,5.199348274757619e-17,14.62,14.62,,
44,sensor_5,192,4.698045173234749e-17,14.62,14.62,,
47,sensor_5,214,3.684223716676517e-17,14.62,14.62,,
48,sensor_5,231,-1.5835818995893155e-17,14.62,14.62,,
49,sensor_5,215,1.1426557298948604e-17,14.62,14.62,,
50,sensor_5,198,1.3999512289086128e-17,14.62,14.62,,
51,sensor_5,213,-1.411186666579136e-17,14.62,14.62,,
52,sensor_5,213,-1.411186666579136e-17,14.62,14.62,,
53,sensor_5,195,4.605698292931402e-17,14.62,14.62,,
55,sensor_5,193,5.052570138711733e-17,14.62,14.62,,
56,sensor_5,275,-1.41634078040031e-17,14.62,14.62,,
57,sensor_5,137,-4.942562126919211e-17,14.62,14.62,,
58,sensor_5,147,-2.764713693831269e-17,14.62,14.62,,
59,sensor_5,231,-1.5835818995893155e-17,14.62,14.62,,
60,sensor_5,172,-4.824117658838026e-17,14.62,14.62,,
61,sensor_5,185,-4.47280304877417e-17,14.62,14.62,,
62,sensor_5,180,-4.799078905217917e-17,14.62,14.62,,
63,sensor_5,174,1.114073891476749e-18,14.62,14.62,,
64,sensor_5,283,-2.055859359897991e-17,14.62,14.62,,
65,sensor_5,153,3.486765992902139e-17,14.62,14.62,,
66,sensor_5,202,-2.923289365500506e-17,14.62,14.62,,
67,sensor_5,313,2.405912079448533e-18,14.62,14.62,,
68,sensor_5,199,4.570036906660383e-17,14.62,14.62,,
69,sensor_5,362,1.2825003010997203e-17,14.62,14.62,,
70,sensor_5,137,-4.942562126919211e-17,14.62,14.62,,
72,sensor_5,213,-1.411186666579136e-17,14.62,14.62,,
73,sensor_5,213,-1.411186666579136e-17,14.62,14.62,,
75,sensor_5,229,-3.542436565341379e-18,14.62,14.62,,
76,sensor_5,210,2.3009799209702082e-18,14.62,14.62,,
79,sensor_5,199,4.570036906660383e-17,14.62,14.62,,
80,sensor_5,185,-4.47280304877417e-17,14.62,14.62,,
82,sensor_5,214,3.684223716676517e-17,14.62,14.62,,
83,sensor_5,293,1.701835889353079e-18,14.62,14.62,,
85,sensor_5,188,-1.612297648470944e-17,14.62,14.62,,
86,sensor_5,278,-1.0215963705783168e-17,14.62,14.62,,
87,sensor_5,178,2.3600066817515442e-17,14.62,14.62,,
88,sensor_5,213,-1.411186666579136e-17,14.62,14.62,,
89,sensor_5,217,-6.093208926839503e-17,14.62,14.62,,
90,sensor_5,154,-2.408157171190339e-17,14.62,14.62,,
92,sensor_5,341,8.677355111373435e-18,14.62,14.62,,
93,sensor_5,155,-2.0621957726131032e-17,14.62,14.62,,
94,sensor_5,258,1.779060395669854e-17,14.62,14.62,,
95,sensor_5,283,-2.055859359897991e-17,14.62,14.62,,
96,sensor_5,336,-1.4079551001347338e-17,14.62,14.62,,
97,sensor_5,202,-2.923289365500506e-17,14.62,14.62,,
98,sensor_5,156,-4.459939582481539e-17,14.62,14.62,,
99,sensor_5,185,-4.47280304877417e-17,14.62,14.62,,
100,sensor_5,200,5.731780371873572e-17,14.62,14.62,,
2,sensor_6,287,6.512796146966166e-06,21.607500000000005,21.61,0.04709639257712328,0.21701703291918933
3,sensor_6,179,8.787897810616524e-07,21.610000000000003,21.61,0.0009438202245724003,0.030721657258668534
4,sensor_6,189,8.709717555593974e-07,21.610000000000003,21.61,0.004290462462281819,0.06550162182859494
6,sensor_6,188,1.2376292376015717e-17,21.610000000000003,21.61,,
7,sensor_6,259,3.633073400534236e-06,21.610000000000003,21.61,0.028058283539960982,0.16750607015869934
8,sensor_6,150,-4.741615167679324e-17,21.610000000000003,21.61,,
9,sensor_6,201,4.270725579959394e-06,21.609500000000004,21.61,0.008381154669562463,0.09154864646471299
10,sensor_6,222,9.778055148710324e-06,21.608000000000004,21.61,0.07122577212517689,0.2668815694743445
12,sensor_6,170,1.1214586181927096e-16,21.610000000000003,21.61,,
14,sensor_6,180,-1.0163404394121599e-16,21.610000000000003,21.61,,
15,sensor_6,207,9.700620190263373e-06,21.608000000000004,21.61,0.06677905139236151,0.2584164301905658
16,sensor_6,209,6.85312467907632e-17,21.610000000000003,21.61,,
17,sensor_6,276,4.463406629481184e-06,21.608000000000004,21.61,0.030408648347652778,0.17438075681566673
18,sensor_6,195,1.5698587127225288e-06,21.609500000000004,21.61,0.003886633187263455,0.062342867974663596
20,sensor_6,234,-3.263857291316387e-17,21.610000000000003,21.61,,
21,sensor_6,195,-3.722345401301623e-07,21.610000000000003,21.61,0.0008605525320591889,-0.029335175680474352
22,sensor_6,202,-4.0440533651499026e-20,21.610000000000003,21.61,,
24,sensor_6,147,4.495689427225031e-06,21.609,21.61,0.0271183086723773,0.16467637557462406
25,sensor_6,230,1.6142563511023457e-17,21.610000000000003,21.61,,
26,sensor_6,199,1.1417015589633693e-16,21.610000000000003,21.61,,
27,sensor_6,156,8.376665454562467e-07,21.610000000000003,21.61,0.002234137741634279,0.04726666628120679
28,sensor_6,165,3.3660139450324364e-06,21.609500000000004,21.61,0.004984289879994219,0.07059950339747556
29,sensor_6,163,-8.10276521666408e-17,21.610000000000003,21.61,,
30,sensor_6,194,1.0149030500440626e-05,21.608000000000004,21.61,0.06039757122755407,0.24575917323151167
33,sensor_6,200,1.473036825926928e-05,21.606500000000004,21.61,0.08831026636471706,0.29717043319401365
35,sensor_6,181,3.697547209280996e-17,21.610000000000003,21.61,,
36,sensor_6,158,-3.224644023604287e-17,21.610000000000003,21.61,,
37,sensor_6,170,1.1214586181927096e-16,21.610000000000003,21.61,,
38,sensor_6,194,-4.3376154200918863e-17,21.610000000000003,21.61,,
39,sensor_6,128,3.069289629312556e-17,21.610000000000003,21.61,,
41,sensor_6,216,6.2991938460175e-06,21.608500000000003,21.61,0.0432554738958677,0.20797950354769698
42,sensor_6,196,4.303166014546439e-06,21.609500000000004,21.61,0.02965150331885258,0.1721961187687342
43,sensor_6,207,5.235899600642577e-06,21.609,21.61,0.03477965846652464,0.18649305205943462
44,sensor_6,192,3.0094539240104912e-06,21.610000000000003,21.61,0.010969218152988458,0.1047340353127477
47,sensor_6,214,6.385629578303843e-06,21.609,21.61,0.03862561770065598,0.19653401156201403
48,sensor_6,231,6.435094141266489e-06,21.609,21.61,0.0373889254003541,0.19336216124235253
49,sensor_6,215,4.590383118604702e-17,21.610000000000003,21.61,,
50,sensor_6,198,9.662216636543872e-07,21.610000000000003,21.61,0.006069539638318244,0.07790725022874918
51,sensor_6,213,4.594663732676684e-06,21.609500000000004,21.61,0.019722518996430627,0.14043688616752595
52,sensor_6,213,1.2045469785210572e-06,21.609500000000004,21.61,0.011739219398450573,0.10834767832428434
53,sensor_6,195,2.6703782227063783e-06,21.610000000000003,21.61,0.014916565853324015,0.12213339368553296
55,sensor_6,193,2.9538580225148296e-17,21.610000000000003,21.61,,
56,sensor_6,275,-3.9316937232849574e-17,21.610000000000003,21.61,,
57,sensor_6,137,2.3801967629910578e-06,21.610000000000003,21.61,0.006159420289978623,0.07848197429891192
58,sensor_6,147,-4.1433943305483426e-17,21.610000000000003,21.61,,
59,sensor_6,231,6.6979497264222316e-06,21.608500000000003,21.61,0.04050577450999315,0.201260464349075
60,sensor_6,172,-4.677383337030517e-17,21.610000000000003,21.61,,
61,sensor_6,185,8.528865471334567e-06,21.609500000000004,21.61,0.03709655436217019,0.19260465820461126
62,sensor_6,180,-1.0163404394121599e-16,21.610000000000003,21.61,,
63,sensor_6,174,-1.6924254843401398e-17,21.610000000000003,21.61,,
64,sensor_6,283,7.0946693614863e-07,21.609500000000004,21.61,0.009540569203412175,0.09767583735839282
65,sensor_6,153,6.433195287724175e-06,21.609500000000004,21.61,0.02553804659067549,0.1598062783205909
66,sensor_6,202,6.187663836822064e-07,21.610000000000003,21.61,0.002642840499175736,0.05140856445538371
67,sensor_6,313,2.6611023538943525e-07,21.610000000000003,21.61,0.0018153494394014258,0.04260691773718565
68,sensor_6,199,1.0050251257269066e-06,21.610000000000003,21.61,0.003350253807062775,0.05788137703187961
69,sensor_6,362,8.44900010259827e-07,21.610000000000003,21.61,0.007133740952642076,0.08446147614463372
70,sensor_6,137,-9.08325130820174e-17,21.610000000000003,21.61,,
72,sensor_6,213,1.9123735535416896e-06,21.609500000000004,21.61,0.009957091635646842,0.09978522754299811
73,sensor_6,213,-7.021814724123882e-17,21.610000000000003,21.61,,
75,sensor_6,229,6.348576731397347e-18,21.610000000000003,21.61,,
76,sensor_6,210,-1.3573939650001665e-17,21.610000000000003,21.61,,
79,sensor_6,199,5.512410537619049e-06,21.608500000000003,21.61,0.019202274192639424,0.1385722706482181
80,sensor_6,185,-6.566484324012537e-18,21.610000000000003,21.61,,
82,sensor_6,214,4.695856075341643e-06,21.609,21.61,0.01725858541202885,0.13137193540483746
83,sensor_6,293,5.65329689774831e-06,21.607500000000005,21.61,0.04428819831679698,0.210447614186436
85,sensor_6,188,1.5441379646953175e-06,21.609500000000004,21.61,0.01327298055819559,0.11520842225414947
86,sensor_6,278,7.679893118629116e-07,21.609500000000004,21.61,0.010597975250932312,0.10294646788839965
87,sensor_6,178,-4.639483529703269e-17,21.610000000000003,21.61,,
88,sensor_6,213,2.048971664549137e-06,21.609500000000004,21.61,0.01706424387463934,0.13063017980099415
89,sensor_6,217,4.49790254455562e-06,21.608500000000003,21.61,0.035266526263174836,0.1877938397902093
90,sensor_6,154,3.269342927730177e-06,21.610000000000003,21.61,0.011058750923228167,0.10516059586786605
92,sensor_6,341,2.3605676254445128e-07,21.610000000000003,21.61,0.001846658167756754,0.042972760766689495
93,sensor_6,155,2.997002997004078e-06,21.610000000000003,21.61,0.00947407855314264,0.09733487839939967
94,sensor_6,258,2.8908208931643236e-18,21.610000000000003,21.61,,
95,sensor_6,283,8.937165584293694e-06,21.607500000000005,21.61,0.08950355866408755,0.2991714536249838
96,sensor_6,336,1.0534440978332523e-06,21.609500000000004,21.61,0.008875583826985722,0.09421031698789349
97,sensor_6,202,1.033703840965818e-06,21.610000000000003,21.61,0.003706345121729182,0.060879759540279306
98,sensor_6,156,2.5129996363421736e-06,21.610000000000003,21.61,0.00679002646868887,0.08240161690631627
99,sensor_6,185,2.615518744550962e-06,21.609500000000004,21.61,0.01824431517716929,0.1350715187489759
100,sensor_6,200,2.0850521263765285e-06,21.609500000000004,21.61,0.014637487149364747,0.12098548321720233
2,sensor_7,287,-0.009111183531914578,554.6535,551.508,0.6461227683338255,-0.797657752537808
3,sensor_7,179,-0.010184524930426507,554.3605,551.758,0.5169564503177657,-0.7197211604837078
4,sensor_7,189,-0.00883855027640203,553.866,551.914,0.46593914369555123,-0.6414153742151868
6,sensor_7,188,-0.009610696631972,553.2045,551.076,0.5477679198282394,-0.7196166365928419
7,sensor_7,259,-0.010109489504837971,554.2775,551.4639999999999,0.6625773997701798,-0.8103482994502105
8,sensor_7,150,-0.011190310680476148,553.1135,551.1600000000001,0.47223093827735996,-0.6488266851868238
9,sensor_7,201,-0.007825373134329168,554.5475,552.358,0.4408775682039806,-0.6227970041432668
10,sensor_7,222,-0.011252232692485332,554.4885000000002,551.936,0.6748777469305953,-0.8178259929047327
12,sensor_7,170,-0.01113519091847048,553.5975000000001,551.376,0.5602929753948624,-0.7313403768497969
14,sensor_7,180,-0.00993197320904984,553.528,551.564,0.6072347277064085,-0.7751865418671035
15,sensor_7,207,-0.014350694331697797,554.6745,551.3620000000001,0.7313430010138098,-0.8636625011773112
16,sensor_7,209,-0.008330235553917188,552.9584999999998,551.062,0.5227899842005705,-0.7165713197038477
17,sensor_7,276,-0.008089362309327447,554.607,551.808,0.6248943265440652,-0.7925855912482626
18,sensor_7,195,-0.00895675605690359,554.356,551.796,0.46827958988369867,-0.6598895719546374
20,sensor_7,234,-0.007458946495930034,553.4544999999999,551.558,0.5124624885242666,-0.7053093179480879
21,sensor_7,195,-0.00663114793895294,553.5494999999999,551.882,0.3513166506288653,-0.5437827927821428
22,sensor_7,202,-0.008828354933133378,553.2634999999999,551.376,0.5601736805102815,-0.7312372857638765
24,sensor_7,147,-0.017946414404340773,554.1475,551.14,0.6604401800594093,-0.8076021081429623
25,sensor_7,230,-0.0069645600270238075,553.6669999999999,551.8979999999999,0.5359991767145917,-0.7261152188984183
26,sensor_7,199,-0.006294868280795278,553.2650000000001,551.722,0.3673831673153731,-0.5817045100910527
27,sensor_7,156,-0.011666861595360277,553.693,551.6780000000001,0.5101703956716653,-0.6979481880126079
28,sensor_7,165,-0.01644965672000521,554.78,551.594,0.7006347769242645,-0.846455010568803
29,sensor_7,163,-0.013781873299307301,553.8459999999999,551.53,0.6354960536416602,-0.7801689568769459
30,sensor_7,194,-0.014430327111062277,554.5559999999999,551.644,0.6994497951346372,-0.8470326130533484
33,sensor_7,200,-0.012942586064649864,554.446,551.256,0.6106726467867182,-0.7874935127599708
35,sensor_7,181,-0.012786938659867644,554.0115,551.5440000000001,0.6623705837197915,-0.8102385335694512
36,sensor_7,158,-0.012088021918008965,553.5645,551.7700000000001,0.6208092631565924,-0.7894047057412658
37,sensor_7,170,-0.012970951569665073,553.7629999999999,551.632,0.6710248549169395,-0.8174935902701287
38,sensor_7,194,-0.007941727307469015,553.5975000000001,551.712,0.47113203478152854,-0.6628326016071644
39,sensor_7,128,-0.013741559467130484,553.3085,551.1099999999999,0.4987491081912969,-0.7201237269176157
41,sensor_7,216,-0.00988788268495689,554.4435000000001,551.8059999999999,0.5998446080219719,-0.7677199557882284
42,sensor_7,196,-0.012047446389724598,554.2105,551.618,0.6654988516628855,-0.8153640679328165
43,sensor_7,207,-0.013224840623002757,554.389,551.366,0.6774036160570935,-0.8223132337538741
44,sensor_7,192,-0.012911354203399918,554.367,551.608,0.6805592039142185,-0.8163826041852225
47,sensor_7,214,-0.011669086022328702,554.5355,551.758,0.6600860294954978,-0.8110681582948729
48,sensor_7,231,-0.00668925602133994,554.2735,551.682,0.395826030218256,-0.588026058945518
49,sensor_7,215,-0.009219155256104106,553.45,551.2220000000001,0.6390471193518293,-0.8017539098420056
50,sensor_7,198,-0.010768749144890963,554.0105,551.4599999999999,0.6275580813308923,-0.7988887071781189
51,sensor_7,213,-0.007430552278583177,554.2570000000001,552.188,0.44450891774682433,-0.6399588706090231
52,sensor_7,213,-0.009557794660753583,553.6890000000001,551.484,0.6559664236533888,-0.8045073686002857
53,sensor_7,195,-0.008891388434834963,553.9145000000001,552.016,0.6022210503623648,-0.7701085532441903
55,sensor_7,193,-0.0065969532877521095,553.7404999999999,551.868,0.3663355353824125,-0.5848978969303876
56,sensor_7,275,-0.00459269495975411,553.1724999999999,551.72,0.4144258310520992,-0.6332993557427888
57,sensor_7,137,-0.01599977598148338,553.9855,551.3399999999999,0.633876100871412,-0.7772339102159003
58,sensor_7,147,-0.014974801471868821,554.0345,551.194,0.5861130634573621,-0.7578104272422163
59,sensor_7,231,-0.012126248564031163,554.6505,551.338,0.6785221479752638,-0.8160816676457892
60,sensor_7,172,-0.01048293370878658,553.7475000000001,551.67,0.5306192172323216,-0.718100387199693
61,sensor_7,185,-0.016166786702551283,554.704,551.4599999999999,0.6690482395930986,-0.812666823694661
62,sensor_7,180,-0.009437811866622924,553.3639999999999,551.3620000000001,0.5236990498578145,-0.7095771544828918
63,sensor_7,174,-0.009452626783221669,553.7834999999999,551.7059999999999,0.473873052072159,-0.6691266391783933
64,sensor_7,283,-0.007281423296564943,553.799,551.536,0.6203649354503635,-0.7835798998561965
65,sensor_7,153,-0.018176691729321088,554.4230000000001,551.0400000000001,0.6347587118373917,-0.794252145149943
66,sensor_7,202,-0.008536770374338004,553.2209999999999,551.1940000000001,0.5511629071133153,-0.7441966453119196
67,sensor_7,313,-0.0067012505615714,553.8799999999999,551.2639999999999,0.5961727726953034,-0.7587349449123326
68,sensor_7,199,-0.00850880158367412,553.7564999999998,551.7880000000001,0.5408871346956339,-0.7304052469855762
69,sensor_7,362,-0.006592891380640058,553.9654999999999,551.4440000000001,0.620999912951263,-0.7731638810397092
70,sensor_7,137,-0.013999430619598111,553.6854999999999,551.53,0.5375204624380284,-0.7107645361114779
72,sensor_7,213,-0.010907880717563436,553.989,551.1579999999999,0.6290210687529773,-0.7870422896393193
73,sensor_7,213,-0.008058257852529628,553.1535,551.35,0.5555513635012213,-0.7300384675514106
75,sensor_7,229,-0.009276268324123442,553.5640000000001,551.2959999999999,0.667368925322614,-0.8146151393158982
76,sensor_7,210,-0.008859928796572205,553.371,551.1000000000001,0.5728528339000074,-0.7459613600135193
79,sensor_7,199,-0.013686538754377036,554.6025000000001,551.504,0.6787530217126068,-0.8203510889710995
80,sensor_7,185,-0.006994427807892919,553.372,551.79,0.4146990303869327,-0.6434441115423308
82,sensor_7,214,-0.010730037254607874,554.6424999999999,551.888,0.643308606947872,-0.7982180924503927
83,sensor_7,293,-0.009301147547709887,554.662,551.538,0.6837427376609095,-0.8272904479794851
85,sensor_7,188,-0.011339977641604292,553.689,551.22,0.5973982756352769,-0.7671912026513283
86,sensor_7,278,-0.007083679277609287,553.7864999999999,551.914,0.604255786235156,-0.7700707914206147
87,sensor_7,178,-0.011819009733714702,553.6899999999998,551.1279999999999,0.6118674669315552,-0.7831923873106872
88,sensor_7,213,-0.009622889869637849,554.1890000000001,551.698,0.6405890679495145,-0.7912117664964832
89,sensor_7,217,-0.011399200007516581,554.2465,551.116,0.6367261570334615,-0.792805231250983
90,sensor_7,154,-0.016977878541445453,554.2690000000001,551.09,0.6305536933579994,-0.781616468057669
92,sensor_7,341,-0.006219605422042566,554.185,551.258,0.6227292551378096,-0.7819155300878248
93,sensor_7,155,-0.01607892107892138,554.322,551.24,0.6894167033021126,-0.832433522008724
94,sensor_7,258,-0.005023179649005726,553.4404999999999,551.7,0.41595053839963314,-0.6256518704441836
95,sensor_7,283,-0.008820834184870065,554.641,551.504,0.6882896237702943,-0.8352388557384671
96,sensor_7,336,-0.007239699657709623,554.1315,551.2779999999999,0.6616759311769052,-0.8092574067616141
97,sensor_7,202,-0.007989577062256744,554.0935,552.1600000000001,0.4837546245833163,-0.6599077201055192
98,sensor_7,156,-0.015707622765565546,554.3075000000001,551.734,0.6235750534949426,-0.7731895462279175
99,sensor_7,185,-0.012995413365679827,554.0895,551.1419999999999,0.6153259768842867,-0.7808827130106868
100,sensor_7,200,-0.011386582164552166,553.8545,550.9399999999999,0.6198840837707679,-0.7820928199713014
2,sensor_8,287,0.0005947609301235896,2388.0080000000003,2388.192,0.6138794806090178,0.7711220163481346
3,sensor_8,179,0.00040206724834957017,2388.034,2388.14,0.2718637315563265,0.4637206752504176
4,sensor_8,189,0.0002176007394255828,2388.0644999999995,2388.132,0.13389832708331562,0.34944698419274667
6,sensor_8,188,0.0008898298197450855,2388.127,2388.308,0.6428162646017737,0.7914361511837174
7,sensor_8,259,0.0008060104571768949,2388.0,2388.226,0.7047368464680916,0.8392642540155033
8,sensor_8,150,0.0009827458998136853,2388.1274999999996,2388.29,0.6334638925095805,0.7991131052008422
9,sensor_8,201,0.0005185606620273643,2388.0,2388.266,0.2353320686301713,0.49007956700161875
10,sensor_8,222,0.0006989417435220061,2388.0099999999998,2388.2019999999998,0.5963992430630816,0.7717266378617738
12,sensor_8,170,0.0009069680815386644,2388.1094999999996,2388.286,0.644251023109058,0.7998431789612374
14,sensor_8,180,0.0004356821712517611,2388.105,2388.21,0.3475599337686911,0.5909768608678876
15,sensor_8,207,0.0011865468498074272,2387.9935000000005,2388.302,0.7252140211514178,0.8653949789301257
16,sensor_8,209,0.0006024896156475606,2388.121,2388.268,0.5201945300078101,0.6933431302240913
17,sensor_8,276,0.00039245444556641946,2388.0159999999996,2388.156,0.4398683407592313,0.6347185384263023
18,sensor_8,195,0.00039206007542428505,2388.0110000000004,2388.206,0.19432593842630963,0.4110867074323029
20,sensor_8,234,0.0005865147545324414,2388.0834999999997,2388.2580000000003,0.5805252095720521,0.7469617335222615
21,sensor_8,195,0.0002276780656827105,2388.085,2388.1760000000004,0.1175007864569626,0.3051721220853018
22,sensor_8,202,0.0006328451387876534,2388.1330000000003,2388.268,0.5877006059196651,0.7639118728303137
24,sensor_8,147,0.0015329545368589928,2388.0335,2388.308,0.6858954981967853,0.8335085558191989
25,sensor_8,230,0.00018070860220745197,2388.111,2388.1839999999997,0.11887259952839824,0.32532612989734505
26,sensor_8,199,0.00010682198873985837,2388.12,2388.168,0.047484395160383164,0.22122268414487398
27,sensor_8,156,0.0006160168165426258,2388.058,2388.1639999999998,0.44568538135859836,0.6524502929876524
28,sensor_8,165,0.0012243207864793125,2387.995,2388.218,0.7051811325596891,0.8383280004358263
29,sensor_8,163,0.001270498390047689,2388.0599999999995,2388.264,0.6949258494879667,0.8297672567688932
30,sensor_8,194,0.0012513384804324612,2387.9935,2388.27,0.6931676252082595,0.8382932531112525
33,sensor_8,200,0.001161201530040477,2387.9925,2388.27,0.7001048887018427,0.841271916954013
35,sensor_8,181,0.00069775160382215,2388.0555,2388.214,0.5324432372653327,0.7237934393098648
36,sensor_8,158,0.0010019030696928248,2388.0800000000004,2388.2740000000003,0.6940963904367061,0.8477613826422046
37,sensor_8,170,0.0010682641166193418,2388.0865000000003,2388.278,0.6789172778809903,0.8224162982141712
38,sensor_8,194,9.8137426908899e-05,2388.1195,2388.188,0.021727300550162254,0.11585188207631394
39,sensor_8,128,0.0013932887749542075,2388.1189999999997,2388.326,0.6397735977691563,0.7957921239098874
41,sensor_8,216,0.0005808297312374796,2388.0150000000003,2388.1719999999996,0.5110187243027182,0.6922441543571228
42,sensor_8,196,0.0008983257496647843,2388.0385,2388.2479999999996,0.6245022283886497,0.7824286807102019
43,sensor_8,207,0.0011718944485991098,2388.015,2388.31,0.7196657703290912,0.8677573741955102
44,sensor_8,192,0.000985244350710762,2388.0225,2388.222,0.6718267640526101,0.8193999126203991
47,sensor_8,214,0.0007764876588318624,2387.9985,2388.2119999999995,0.6053750526852926,0.7646977179445035
48,sensor_8,231,0.0003445355244415048,2387.9975000000004,2388.2140000000004,0.2118828006214103,0.46791983646160284
49,sensor_8,215,0.0006241396797787617,2388.1144999999997,2388.274,0.5922048923455139,0.7634891277378975
50,sensor_8,198,0.0006021338812264996,2388.058,2388.186,0.5468588787294587,0.7316219378138443
51,sensor_8,213,0.0004663459508580377,2388.0054999999998,2388.3139999999994,0.2014563190387858,0.5006713095104608
52,sensor_8,213,0.000475560114341852,2388.093,2388.2120000000004,0.4477153164915474,0.6582446621789473
53,sensor_8,195,0.0003659227370611377,2388.054,2388.1679999999997,0.32059341211930625,0.5279912963385157
55,sensor_8,193,8.840339725618543e-05,2388.087,2388.1519999999996,0.0248643646646044,0.12309637885017448
56,sensor_8,275,0.00012782666396854165,2388.108,2388.178,0.09566750007718461,0.2856741803121059
57,sensor_8,137,0.0015820374484239099,2388.0724999999998,2388.318,0.6405068107339054,0.78683084909987
58,sensor_8,147,0.001494420056065589,2388.036,2388.2960000000003,0.6789598869566436,0.8225813061259462
59,sensor_8,231,0.0009144259039284763,2387.9995000000004,2388.246,0.7051514693022478,0.8466540561088248
60,sensor_8,172,0.0004326534173801517,2388.088,2388.188,0.2978074299287453,0.5381997465970189
61,sensor_8,185,0.0014287934498283235,2387.987,2388.28,0.7304315997383977,0.859194745372899
62,sensor_8,180,0.000924503842707668,2388.1080000000006,2388.2740000000003,0.624280297830367,0.7889616027428664
63,sensor_8,174,0.00028966656225729324,2388.0930000000003,2388.1859999999997,0.14480867277092768,0.34652249354430115
64,sensor_8,283,0.00040334783681126663,2388.067,2388.2219999999998,0.47806745669776496,0.6776929707517905
65,sensor_8,153,0.0015796509991596332,2388.0029999999997,2388.2860000000005,0.7179529198935373,0.868625864143389
66,sensor_8,202,0.0005132703550483497,2388.115,2388.2259999999997,0.47624186131155677,0.6773351544461986
67,sensor_8,313,0.0005149976597935394,2388.0565,2388.256,0.6053165694232647,0.7681859898926447
68,sensor_8,199,0.0002860057865174684,2388.0815,2388.1879999999996,0.2392386243767507,0.47962849571755545
69,sensor_8,362,0.0005567461028670095,2388.0454999999997,2388.2779999999993,0.7177265864648297,0.8564102236287132
70,sensor_8,137,0.0008632646965387942,2388.074,2388.194,0.5358823315770203,0.6987576847839487
72,sensor_8,213,0.001003710501407029,2388.0775000000003,2388.318,0.6851652304908726,0.8245808506716562
73,sensor_8,213,0.0007035423615441431,2388.148,2388.306,0.5992467427007998,0.753421112525697
75,sensor_8,229,0.0007826286810629477,2388.104,2388.3199999999997,0.6460970209361636,0.7891948598935867
76,sensor_8,210,0.0007219211319954144,2388.1025,2388.262,0.6314599744068965,0.7869818234303237
79,sensor_8,199,0.0008130957819424919,2388.012,2388.202,0.6253136711062544,0.7868857397364463
